date,date,rsi_6days,rsi_12days,rsi_24days
2018-05-23,2018-05-23,46.439551125911,53.771425333079115,54.22498816258239
2018-05-24,2018-05-24,44.24253858268473,52.58944183837934,53.66161287439953
2018-05-25,2018-05-25,56.57026422915212,57.66535674726781,56.04429958275484
2018-05-28,2018-05-28,70.14779585438224,64.7276456627291,59.74678388093864
2018-05-29,2018-05-29,60.74701784107297,60.20788477496106,57.656368166515634
2018-05-30,2018-05-30,58.467608157306195,59.11620120162654,57.15054587505901
2018-05-31,2018-05-31,69.29703731640467,64.60109696059487,60.01768416798993
2018-06-01,2018-06-01,56.050315290889955,58.17066402537302,57.01107828154426
2018-06-04,2018-06-04,66.20474125131422,63.37946922606638,59.76593602378393
2018-06-05,2018-06-05,67.51226942160886,64.08764395429141,60.15272622619584
2018-06-06,2018-06-06,61.87339317322661,61.53923822824965,58.99110745079695
2018-06-07,2018-06-07,50.585279072899716,56.119221776820204,56.45816897825861
2018-06-08,2018-06-08,52.26787961298558,56.78774359807228,56.77004206838714
2018-06-11,2018-06-11,50.4243850792546,55.95565582948139,56.39292640286073
2018-06-12,2018-06-12,66.23041673090023,62.57187761467431,59.49768300621167
2018-06-13,2018-06-13,61.82667283240632,60.719428286922565,58.68597737435132
2018-06-14,2018-06-14,39.6120090316092,49.48615162905187,53.348107395061575
2018-06-15,2018-06-15,40.032432001419025,49.65137817105114,53.41999292673496
2018-06-19,2018-06-19,28.488979285145856,42.32633308452983,49.55552714149731
2018-06-20,2018-06-20,44.976658014632044,49.38117329481942,52.65073513619952
2018-06-21,2018-06-21,36.74641919963243,44.566805055688405,50.056270407994994
2018-06-22,2018-06-22,40.942062376888835,46.41079087751832,50.87352266556788
2018-06-25,2018-06-25,45.38780338213181,48.328518735160046,51.71669317391444
2018-06-26,2018-06-26,33.29162499689311,41.76970027655527,48.24156640534263
2018-06-27,2018-06-27,24.471086365625172,35.796549876253714,44.70840046953432
2018-06-28,2018-06-28,16.044301502669317,28.46170009761965,39.69675050240693
2018-06-29,2018-06-29,29.669971913764005,35.247801124840485,42.83188421708769
2018-07-02,2018-07-02,25.70880010141855,32.58044953353177,41.0692256372457
2018-07-03,2018-07-03,20.17518370995522,28.54598753847966,38.2567048207366
2018-07-04,2018-07-04,16.74033390161527,25.779511292879047,36.20163773722736
2018-07-05,2018-07-05,15.596949950196972,24.83728447787146,35.487860684082506
2018-07-06,2018-07-06,17.590060945905066,25.711331077386017,35.877150687524335
2018-07-09,2018-07-09,42.865020970287276,37.99153271164148,41.616217206281895
2018-07-10,2018-07-10,47.537463888250905,40.58436723802548,42.90654708565318
2018-07-11,2018-07-11,39.49982409051343,37.07739904953058,40.94842686876364
2018-07-12,2018-07-12,53.22941590186324,44.629244786075226,44.75474618618373
2018-07-13,2018-07-13,58.882849563161486,48.062626169930866,46.56924028317314
2018-07-16,2018-07-16,47.134092055248914,43.0575001638691,43.97908262364235
2018-07-17,2018-07-17,40.316863531237686,39.85959413306494,42.24748086946571
2018-07-18,2018-07-18,34.19245761482446,36.783901481380326,40.529052609908526
2018-07-19,2018-07-19,34.28531814826631,36.825125782271066,40.548613394554614
2018-07-20,2018-07-20,36.22903170831106,37.623865233692925,40.91364003510203
2018-07-23,2018-07-23,29.579709832639033,34.60131030410854,39.318230125099944
2018-07-24,2018-07-24,50.78346981891721,44.172154239756445,43.79211521453655
2018-07-25,2018-07-25,47.475728448640005,42.85294402757903,43.15197623357886
2018-07-26,2018-07-26,40.993089066305224,40.20284804942985,41.86012335283107
2018-07-27,2018-07-27,41.434299277243625,40.38775180829543,41.94350823152024
2018-07-30,2018-07-30,33.53554508638522,37.102377554866955,40.35804551221017
2018-07-31,2018-07-31,32.001683896191544,36.42511349924558,40.027246816719206
2018-08-01,2018-08-01,23.202863871061798,32.019732682426735,37.793882932869906
2018-08-02,2018-08-02,15.019663492232707,26.291543854170023,34.47897371579881
2018-08-03,2018-08-03,10.928802856862553,22.421376772781574,31.896940566987382
2018-08-06,2018-08-06,10.40782227315216,21.88318305683127,31.51971672223997
2018-08-07,2018-08-07,22.19008553831287,26.94687522641604,33.68593761210333
2018-08-08,2018-08-08,15.83260305962168,22.837684010052804,31.075952561333754
2018-08-09,2018-08-09,34.050600204774476,31.935543445720544,35.280236583186685
2018-08-10,2018-08-10,36.5581747773212,33.242209744987115,35.901099142894296
2018-08-13,2018-08-13,30.704211028752376,30.567251029124748,34.45970949683581
2018-08-14,2018-08-14,38.03181788883902,34.12583732404313,36.106951113318765
2018-08-15,2018-08-15,28.12006641398045,29.53825347776823,33.65517030422499
2018-08-16,2018-08-16,20.995719418844384,25.48339030732666,31.252527996779662
2018-08-17,2018-08-17,20.041057109601937,24.899160330935942,30.89196147450435
2018-08-20,2018-08-20,31.002982852553735,29.997021322183816,33.23244404071392
2018-08-21,2018-08-21,46.75299940955199,38.22226120948902,37.221377910764794
2018-08-22,2018-08-22,40.9546663011698,35.84735965371974,36.059495351518414
2018-08-23,2018-08-23,40.30270576807124,35.585179909599695,35.93227690079564
2018-08-24,2018-08-24,36.096468991240464,33.933633714616455,35.143083290409685
2018-08-27,2018-08-27,54.16459841512522,43.01483540818219,39.506834038414794
2018-08-28,2018-08-28,42.34234322933705,38.28994187580425,37.348981960430386
2018-08-29,2018-08-29,41.449104660403805,37.91611338200168,37.174654399840946
2018-08-30,2018-08-30,35.80203433529902,35.556519995782566,36.07975079430126
2018-08-31,2018-08-31,27.22860969873632,31.445077949693268,34.063514686851846
2018-09-03,2018-09-03,27.892738453616005,31.721132683496133,34.18651933706058
2018-09-04,2018-09-04,30.334159682073786,32.667629163876896,34.593943783263356
2018-09-05,2018-09-05,23.159340051868895,29.290219577568987,32.969987762444745
2018-09-06,2018-09-06,17.84521105106517,26.190970975712435,31.358372937196073
2018-09-07,2018-09-07,22.19680125232896,27.88191758901089,32.06225577218583
2018-09-10,2018-09-10,23.505830581999238,28.36393792506865,32.25741212190999
2018-09-11,2018-09-11,22.163402994017556,27.75678215974043,31.969925363187713
2018-09-12,2018-09-12,21.531014129891165,27.481746063634155,31.843011496008362
2018-09-13,2018-09-13,17.975032320367497,25.866258613967208,31.09870133359983
2018-09-14,2018-09-14,41.73572400513201,34.50826805890994,34.391489793059534
2018-09-17,2018-09-17,31.892754933885502,31.00727820383809,32.93336156122157
2018-09-18,2018-09-18,57.16119190656016,43.93905619527222,38.595373898708154
2018-09-19,2018-09-19,70.17247381380783,53.29600213124347,43.474361294318435
2018-09-20,2018-09-20,72.78050326331538,55.429434437091864,44.68012347763443
2018-09-21,2018-09-21,81.90251511725357,64.03835704027556,50.02400636742023
2018-09-25,2018-09-25,68.9923576306778,58.320308965393366,47.78286087587412
2018-09-26,2018-09-26,72.86446612869008,61.173421507989836,49.56166974730024
2018-09-27,2018-09-27,75.15857459672827,62.88166162879677,50.64292066618281
2018-09-28,2018-09-28,74.44606177047501,62.59821945327262,50.536274180394194
2018-10-08,2018-10-08,44.2454696693588,48.33691620817317,44.64947982683665
2018-10-09,2018-10-09,44.2454696693588,48.336916208173164,44.64947982683665
2018-10-10,2018-10-10,28.597701216844506,38.5475207629364,39.9082578319379
2018-10-11,2018-10-11,25.792963424888843,36.48226670677874,38.80649556549985
2018-10-12,2018-10-12,48.339497099992286,47.796903622794076,44.71275162582917
2018-10-15,2018-10-15,39.6717534659217,42.811468818963185,42.167797319749596
2018-10-16,2018-10-16,41.558012832930686,43.77118328774591,42.6784681419314
2018-10-17,2018-10-17,39.6370720745932,42.76004565757868,42.1765005130491
2018-10-18,2018-10-18,36.263060635878496,41.02580521261939,41.325729907189384
2018-10-19,2018-10-19,52.84410580048051,48.82059848030373,45.289817060452
2018-10-22,2018-10-22,69.07702623614243,58.80809209819453,51.08818950234117
2018-10-23,2018-10-23,45.981082865897335,46.715365954623394,45.03251973158483
2018-10-24,2018-10-24,38.93804091694749,42.42494562347632,42.65409885829354
2018-10-25,2018-10-25,33.36314653306015,38.88334503248825,40.619013847561746
2018-10-26,2018-10-26,29.660157053252522,36.469903922855465,39.2008200515912
2018-10-29,2018-10-29,22.17999831421798,31.13220457907025,35.88992966472396
2018-10-30,2018-10-30,30.214584265948652,35.07582156927745,37.969708226958275
2018-10-31,2018-10-31,40.16887839498729,40.10062646031186,40.666836298702364
2018-11-01,2018-11-01,41.72524208901476,40.87945755035402,41.08391555937915
2018-11-02,2018-11-02,57.95267407445569,49.70049204145761,45.982650987873456
2018-11-05,2018-11-05,49.39620880378605,45.83325674209765,44.00353481441063
2018-11-06,2018-11-06,45.19384137356292,43.87849944059343,42.9902232580408
2018-11-07,2018-11-07,45.718049100550544,44.12441673783208,43.119514305176985
2018-11-08,2018-11-08,46.93615216442138,44.653553700255486,43.387458999710375
2018-11-09,2018-11-09,46.1374625934198,44.35895530656253,43.25078881602142
2018-11-12,2018-11-12,44.230741849127725,43.69504984913488,42.952734867015614
2018-11-13,2018-11-13,61.85391946297584,51.128476094801215,46.534348867591156
2018-11-14,2018-11-14,54.808648886329706,48.7485121985151,45.523375313887605
2018-11-15,2018-11-15,59.01054320119473,50.62882794059963,46.43412499149458
2018-11-16,2018-11-16,57.44381208345456,50.13830123970304,46.23695462951837
2018-11-19,2018-11-19,68.07684328083673,55.099737073746624,48.6171422036587
2018-11-20,2018-11-20,52.690700154927185,49.83163492018195,46.523957460778796
2018-11-21,2018-11-21,60.9232014970059,53.59165795463181,48.32724261230598
2018-11-22,2018-11-22,61.92837578991951,54.06650316253404,48.55611622936776
2018-11-23,2018-11-23,47.62775610140158,48.77110901903396,46.46704315307005
2018-11-26,2018-11-26,45.17110948720349,47.76939482804781,46.06119477817102
2018-11-27,2018-11-27,42.186873899850845,46.57669710242229,45.58637458435719
2018-11-28,2018-11-28,49.523321169301745,49.11754520512653,46.63868850961332
2018-11-29,2018-11-29,45.29113391792497,47.601986736815434,46.068217529051054
2018-11-30,2018-11-30,60.88888770903187,53.667108719259524,48.61858202322391
2018-12-03,2018-12-03,75.84368603685108,62.284849512306515,52.830380293094926
2018-12-04,2018-12-04,76.13188745928224,62.485163853602174,52.936317176987046
2018-12-05,2018-12-05,80.89194700758499,65.92091667564937,54.78025218314293
2018-12-06,2018-12-06,56.821283466674885,56.014640332253194,51.0834612480092
2018-12-07,2018-12-07,59.89034873710028,57.507374742180076,51.81061932578197
2018-12-10,2018-12-10,54.792066403561975,55.27493493269139,50.94848223282127
2018-12-11,2018-12-11,57.33445746396474,56.353172001078136,51.44033310479007
2018-12-12,2018-12-12,65.88556602854287,60.237377233883514,53.25692345465738
2018-12-13,2018-12-13,72.56777331111498,63.79708295439978,55.03469023934379
2018-12-14,2018-12-14,58.196084989485996,57.86019901947142,52.831827025105916
2018-12-17,2018-12-17,50.154126221515064,54.151139260739455,51.38381979450863
2018-12-18,2018-12-18,53.46151163061107,55.48527308942699,51.97248964785154
2018-12-19,2018-12-19,35.07552710639134,45.894275676446874,47.98138603557952
2018-12-20,2018-12-20,32.92550805277029,44.56459459816091,47.38064571268229
2018-12-21,2018-12-21,23.46645914747255,37.98537339987949,44.21510013103822
2018-12-24,2018-12-24,31.7144083705579,41.2978135235131,45.545210729631016
2018-12-25,2018-12-25,37.9044864614405,43.82115350396902,46.56992034207839
2018-12-26,2018-12-26,30.397526422105898,39.60481383693561,44.582498319099
2018-12-27,2018-12-27,37.63221175507774,42.54820846194441,45.76140920153466
2018-12-28,2018-12-28,46.71082268256937,46.43774413616427,47.357501859974924
2019-01-02,2019-01-02,35.103971842570225,40.74208681468414,44.756124139925326
2019-01-03,2019-01-03,24.834551611491147,34.36541134486498,41.46045524583565
2019-01-04,2019-01-04,37.39347628212487,40.199908173157226,43.92265836833789
2019-01-07,2019-01-07,35.287758135765316,39.0722225598229,43.35632631626369
2019-01-08,2019-01-08,36.15068086963139,39.44285796739557,43.50833915479891
2019-01-09,2019-01-09,48.107905847041735,44.72501442594413,45.698066528834424
2019-01-10,2019-01-10,39.68506029788696,41.03704783631728,44.01662314817047
2019-01-11,2019-01-11,47.615759048937456,44.62639150507454,45.52379184670878
2019-01-14,2019-01-14,37.57349917043955,40.114041155138196,43.45594944709077
2019-01-15,2019-01-15,69.1648875178882,58.600563397247186,52.55883254807795
2019-01-16,2019-01-16,61.20087690663247,54.65641596957853,50.73260115457864
2019-01-17,2019-01-17,60.850544246901286,54.48971305664987,50.65607431317623
2019-01-18,2019-01-18,68.84118971734439,59.51830150635686,53.394756360018036
2019-01-21,2019-01-21,71.51935644782453,61.308854193693776,54.40849427768968
2019-01-22,2019-01-22,62.784602480161396,57.56244095272248,52.79226074712853
2019-01-23,2019-01-23,64.65988860423123,58.56259049251533,53.316196868824036
2019-01-24,2019-01-24,66.12308280367509,59.309838021283255,53.69920584161094
2019-01-25,2019-01-25,69.27765255007347,60.89952958041259,54.50415471748873
2019-01-28,2019-01-28,73.14910992103036,62.9377097010283,55.54475647459679
2019-01-29,2019-01-29,75.55212151466137,64.25879742653785,56.22387702814824
2019-01-30,2019-01-30,50.51414105416612,54.48100194688834,52.370827258289275
2019-01-31,2019-01-31,57.427346075019635,57.37049740063238,53.72213838161844
2019-02-01,2019-02-01,68.91358577264086,63.01551311963851,56.55688565199445
2019-02-11,2019-02-11,83.78662092600001,73.75682801631346,63.218137528331965
2019-02-12,2019-02-12,85.5971741885176,75.45925146842069,64.46308605820595
2019-02-13,2019-02-13,86.23058787994854,76.04129596038408,64.88878248884119
2019-02-14,2019-02-14,89.10536234805994,78.78574252453562,66.95411998561022
2019-02-15,2019-02-15,71.12983709756465,69.9665174934625,63.050417917841585
2019-02-18,2019-02-18,80.15719361058676,75.57246998158175,66.84160150154331
2019-02-19,2019-02-19,80.62409602670513,75.88778232905113,67.06803355053637
2019-02-20,2019-02-20,81.51867872665122,76.45612610977423,67.46545897435426
2019-02-21,2019-02-21,73.69315344463658,72.8650203318242,65.87547861007849
2019-02-22,2019-02-22,75.53142518320887,73.74246911739347,66.41413723673804
2019-02-25,2019-02-25,85.08089369453195,79.31295951168642,70.1653034560498
2019-02-26,2019-02-26,64.70292376856045,68.63136727316999,65.06576376951159
2019-02-27,2019-02-27,67.3251572642436,69.86749506697969,65.79018379873506
2019-02-28,2019-02-28,66.77142977340408,69.58921007490694,65.65802321707251
2019-03-01,2019-03-01,78.6334188241363,75.56215605912956,69.28016654300289
2019-03-04,2019-03-04,81.78863105808124,77.51100579160781,70.58931171642826
2019-03-05,2019-03-05,78.42869462333208,75.9143575856793,69.83850426237159
2019-03-06,2019-03-06,69.27073927982867,71.5994317811753,67.81986242793802
2019-03-07,2019-03-07,46.88809422169912,59.112366930481706,61.50053728597944
2019-03-08,2019-03-08,35.308868988924516,50.9188427283664,56.82740683001214
2019-03-11,2019-03-11,49.20942135953075,56.93301850565868,59.77305064157134
2019-03-12,2019-03-12,44.20048997765251,53.77386606150624,57.95950047707399
2019-03-13,2019-03-13,41.90108261690979,52.350143352267686,57.14664949797738
2019-03-14,2019-03-14,51.47703157935831,56.336916264203275,59.0415132572539
2019-03-15,2019-03-15,64.61671555338516,62.72484002930025,62.30686949313966
2019-03-18,2019-03-18,81.77340997003779,74.50958470657974,69.62629815379182
2019-03-19,2019-03-19,82.82346735899203,75.4009750671422,70.25945045105688
2019-03-20,2019-03-20,85.87505382124353,78.02117308477918,72.1523698875821
2019-03-21,2019-03-21,77.47494938205323,73.66771905339239,69.79492079207601
2019-03-22,2019-03-22,80.12275698024726,75.36917377177834,70.9200443950188
2019-03-25,2019-03-25,67.65097495720022,69.01155011191699,67.4915336370355
2019-03-26,2019-03-26,62.765950510122124,66.46319698254864,66.10214346004541
2019-03-27,2019-03-27,72.91995884031198,71.44144846078642,68.98512970125974
2019-03-28,2019-03-28,80.54418563436026,76.07991433581876,71.96453387754703
2019-03-29,2019-03-29,84.554137443089,78.94641509410359,73.96957537755962
2019-04-01,2019-04-01,85.71563996003479,79.8140087228679,74.59293948728907
2019-04-02,2019-04-02,77.9934260392453,76.06218643566815,72.60231647788183
2019-04-03,2019-04-03,70.21082115402172,72.26270906593156,70.58693638567554
2019-04-04,2019-04-04,77.52144300975586,75.8387370708646,72.73218620428217
2019-04-08,2019-04-08,80.38363858631415,77.41269684274889,73.7230188430497
2019-04-09,2019-04-09,80.65481906440326,77.55900822266335,73.81410958474991
2019-04-10,2019-04-10,87.9006735712359,82.12014822085483,76.83861213894757
2019-04-11,2019-04-11,69.00050056315285,72.34459220450428,71.58105964835566
2019-04-12,2019-04-12,62.412601498230416,68.69515223751581,69.54962828707721
2019-04-15,2019-04-15,49.49578453752704,61.043433202310425,65.1547687935886
2019-04-16,2019-04-16,57.130253819190926,64.16579174732368,66.7279426380046
2019-04-17,2019-04-17,59.66847769476299,65.22081704578959,67.26300987729101
2019-04-18,2019-04-18,56.66851724879732,63.69647495948224,66.43238416600782
2019-04-19,2019-04-19,56.57868731341761,63.65376538262487,66.40986452430772
2019-04-22,2019-04-22,62.56093943952467,65.75773836345334,67.3791237683319
2019-04-23,2019-04-23,74.80783794441311,71.12037645293418,70.03239307273881
2019-04-24,2019-04-24,67.22275828761963,67.79118165250331,68.3645264366587
2019-04-25,2019-04-25,55.28520304771504,62.15812851229591,65.47686779736452
2019-04-26,2019-04-26,75.6610789664476,72.09544227280831,70.57238395548596
2019-04-29,2019-04-29,77.95070059890261,73.53515852876457,71.40860182852394
2019-04-30,2019-04-30,81.33534273814902,75.72956455660608,72.70854267760053
2019-05-06,2019-05-06,42.80171983299711,52.51357309283321,59.02273717419225
2019-05-07,2019-05-07,49.834995924638946,56.13164129149346,60.91588130371852
2019-05-08,2019-05-08,45.75451635633943,53.44668106971406,59.19122421050521
2019-05-09,2019-05-09,34.80970371183433,45.79907724220419,54.07873789513575
2019-05-10,2019-05-10,51.17424213341749,54.15483595825518,58.45110737047339
2019-05-13,2019-05-13,50.7649654444141,53.91217189654244,58.296091292903675
2019-05-14,2019-05-14,46.50466731400594,51.508726789097324,56.795784342316715
2019-05-15,2019-05-15,68.12129457706946,63.47079502572276,63.411783551976534
2019-05-16,2019-05-16,73.97574379397376,67.52524181307685,65.9369536639335
2019-05-17,2019-05-17,59.406969048711325,59.5071973095855,61.044795698213306
2019-05-20,2019-05-20,49.07927096200994,53.35339638365926,57.10800365642912
2019-05-21,2019-05-21,53.929182226610905,55.8658484045865,58.51668002356044
2019-05-22,2019-05-22,47.07282927730668,51.97400854604292,56.067979262797394
2019-05-23,2019-05-23,38.38636605180079,46.708847241542166,52.65750239977422
2019-05-24,2019-05-24,44.882643433457176,49.66937155308645,54.20463447278884
2019-05-27,2019-05-27,45.3436618291222,49.87190280096455,54.308507720976365
2019-05-28,2019-05-28,52.60853230746566,53.021560986989314,55.90253521204986
2019-05-29,2019-05-29,51.62819341502527,52.592405651173394,55.661312593260035
2019-05-30,2019-05-30,43.01863372967658,48.74059910896029,53.505116383766335
2019-05-31,2019-05-31,37.305029176575026,45.93185903691593,51.8994743254488
2019-06-03,2019-06-03,33.31323387039656,43.858932265824585,50.70573213455391
2019-06-04,2019-06-04,27.487738820805145,40.56284569370054,48.77363990244245
2019-06-05,2019-06-05,29.74256971990134,41.29888313533356,49.08326713972738
2019-06-06,2019-06-06,24.885300033599467,38.57316294070942,47.515680409990594
2019-06-10,2019-06-10,35.24305016240032,41.98253461004002,48.9054417926177
2019-06-11,2019-06-11,59.95642107300533,52.67088136237222,53.67907115197963
2019-06-12,2019-06-12,55.306789429112946,50.796793725757674,52.73528841351962
2019-06-13,2019-06-13,51.757726351219624,49.384348438823025,52.031901034252904
2019-06-14,2019-06-14,48.490485846746054,48.107484574828945,51.40586778496645
2019-06-17,2019-06-17,45.533997636717515,46.97185996133241,50.858564044593734
2019-06-18,2019-06-18,44.60163765899075,46.62877893009284,50.697640780684836
2019-06-19,2019-06-19,56.247974735435534,50.869689598896514,52.40021192892953
2019-06-20,2019-06-20,72.87909687098498,59.42023478883066,56.23378457562572
2019-06-21,2019-06-21,78.07055198573445,63.06010029668866,58.06288439321595
2019-06-24,2019-06-24,80.99814696659995,65.33520722642963,59.25469761936466
2019-06-25,2019-06-25,81.79360464544952,65.95897912800797,59.581587047877974
2019-06-26,2019-06-26,70.46613741264373,62.06053551249169,58.027098349581486
2019-06-27,2019-06-27,83.69995469008354,71.14864765116997,62.95427983318561
2019-06-28,2019-06-28,82.75121371070342,70.75441576484273,62.790284089616655
2019-07-01,2019-07-01,87.53319567748458,75.01360024655696,65.43951412167424
2019-07-02,2019-07-02,88.2668190648933,75.7380482286865,65.91543119645168
2019-07-03,2019-07-03,74.30720423162377,69.85961593056294,63.48841550495534
2019-07-04,2019-07-04,62.95294195119582,64.65682878846238,61.25188892217401
2019-07-05,2019-07-05,74.88037662597796,70.80015582977308,64.6197102535981
2019-07-08,2019-07-08,66.05502174625495,66.44314504799712,62.65460120968589
2019-07-09,2019-07-09,64.60823136966597,65.74431186131358,62.34137809274052
2019-07-10,2019-07-10,70.98917153322854,68.74534085177213,63.916577325426324
2019-07-11,2019-07-11,74.15433891965795,70.34934585893194,64.78655552058741
2019-07-12,2019-07-12,80.94544117530212,74.27066077508829,67.0436353626885
2019-07-15,2019-07-15,71.96199968096892,70.25751934961475,65.31408071886965
2019-07-16,2019-07-16,53.1388684747751,60.73517283381838,60.950102727321585
2019-07-17,2019-07-17,50.14928287035975,59.07623945048851,60.15358213610733
2019-07-18,2019-07-18,45.45247635160726,56.499406274249054,58.92370646124571
2019-07-19,2019-07-19,51.22638564683282,58.57567376184397,59.82650036331629
2019-07-22,2019-07-22,56.47504801464526,60.52691909158775,60.682552588699515
2019-07-23,2019-07-23,33.10495194099639,47.25305255517674,54.105814691393746
2019-07-24,2019-07-24,34.063270559872734,47.61982925491442,54.257223106706356
2019-07-25,2019-07-25,39.202016457042404,49.503165597459166,55.018565170438436
2019-07-26,2019-07-26,42.82703068313104,50.811213434301926,55.54204287263619
2019-07-29,2019-07-29,49.35011183789712,53.19210517639187,56.493040700900025
2019-07-30,2019-07-30,43.26241198848777,50.45395933232657,55.22609789481472
2019-07-31,2019-07-31,33.023219163510234,45.143925832013544,52.645577266175735
2019-08-01,2019-08-01,28.940073315447375,42.7080277560311,51.40056591790979
2019-08-02,2019-08-02,28.609304500299316,42.51302940990171,51.30191776702793
2019-08-05,2019-08-05,18.205418242477336,35.20635445248888,47.350795307527655
2019-08-06,2019-08-06,35.974969200494904,42.10955228418939,49.91097242609101
2019-08-07,2019-08-07,31.304278302130605,39.48314274742593,48.50243178042381
2019-08-08,2019-08-08,43.888910968965575,44.88190820727673,50.59674773534796
2019-08-09,2019-08-09,33.1939171530385,39.27918625306284,47.63405654371767
2019-08-12,2019-08-12,50.24421152402423,47.63582906155234,51.13305438076258
2019-08-13,2019-08-13,47.46599768164268,46.3071597655298,50.46067079299038
2019-08-14,2019-08-14,68.47865311964259,58.877932273496334,56.46242616016565
2019-08-15,2019-08-15,70.93308238905635,60.64621032306352,57.409650017399514
2019-08-16,2019-08-16,76.00683604711946,64.42320087956858,59.490968424155945
2019-08-19,2019-08-19,76.5773281366768,64.85111926715729,59.729747694765614
2019-08-20,2019-08-20,76.90678439803281,65.08021877500076,59.85321414212168
2019-08-21,2019-08-21,78.01978590066338,65.80955407961912,60.234869769929624
2019-08-22,2019-08-22,81.74933187345597,68.35700853462518,61.58144293360398
2019-08-23,2019-08-23,84.7638151857534,70.67325834557049,62.85677114065765
2019-08-26,2019-08-26,62.77745903167482,61.93426206736731,59.23141565936585
2019-08-27,2019-08-27,73.54536671747456,67.64220350862662,62.20589888830281
2019-08-28,2019-08-28,69.4910430396122,65.83229814537358,61.420008091987164
2019-08-29,2019-08-29,80.53351027881668,72.67239664039016,65.33831004173864
2019-08-30,2019-08-30,87.69877332177919,78.86310173670155,69.65168722534077
2019-09-02,2019-09-02,88.96023665906803,80.13321885344277,70.63802464273047
2019-09-03,2019-09-03,74.28754278366883,72.50464573193017,66.99148950276314
2019-09-04,2019-09-04,62.013646656651645,65.6832404029559,63.56729074876544
2019-09-05,2019-09-05,62.974496040817606,66.13813843031747,63.81987105661954
2019-09-06,2019-09-06,59.57487915396268,64.38765972616757,62.96354638501571
2019-09-09,2019-09-09,53.79179749468028,61.443469275817975,61.533743974401325
2019-09-10,2019-09-10,49.70880301266381,59.35570076077489,60.52250172159906
2019-09-11,2019-09-11,26.732270227660855,43.97422414374785,52.09287626428496
2019-09-12,2019-09-12,36.14922217868274,47.8911669470683,53.8753361131244
2019-09-16,2019-09-16,29.277660560225748,42.91086793130315,50.86992185109164
2019-09-17,2019-09-17,36.3939571732371,45.92001262667261,52.233680339374914
2019-09-18,2019-09-18,50.26928130476307,52.26273184521251,55.23007824726681
2019-09-19,2019-09-19,43.15021170709613,48.362831685241446,53.04184295793453
2019-09-20,2019-09-20,45.01893480563984,49.19006605227917,53.42693679091316
